ORIGIN_CITY,DESTINATION_CITY,NUMBER_OF_FLIGHTS
Dallas,San Diego,719
Dallas,San Francisco,1319
Dallas,San Jose,298
Dallas,Santa Ana,536
Dallas,Seattle,345
Dallas,St. Louis,2104
Dallas,Tampa,672
Dallas,Tulsa,939
Dallas,Washington,2521
Dallas,Wichita,597
Dallas-Fort Worth,Abilene,2327
Dallas-Fort Worth,Albuquerque,1796
Dallas-Fort Worth,Alexandria,987
Dallas-Fort Worth,Amarillo,1202
Dallas-Fort Worth,Anchorage,119
Dallas-Fort Worth,Aspen,335
Dallas-Fort Worth,Atlanta,7060
Dallas-Fort Worth,Austin,4672
Dallas-Fort Worth,Baltimore,1774
Dallas-Fort Worth,Baton Rouge,2335
Dallas-Fort Worth,Beaumont,973
Dallas-Fort Worth,Bentonville,2222
Dallas-Fort Worth,Birmingham,612
Dallas-Fort Worth,Bismarck,334
Dallas-Fort Worth,Bloomington,652
Dallas-Fort Worth,Boston,3070
Dallas-Fort Worth,Brownsville,1061
Dallas-Fort Worth,Cedar Rapids,1027
Dallas-Fort Worth,Champaign,332
Dallas-Fort Worth,Charleston,397
Dallas-Fort Worth,Charlotte,4044
Dallas-Fort Worth,Chattanooga,641
Dallas-Fort Worth,Chicago,7870
Dallas-Fort Worth,Cincinnati,2102
Dallas-Fort Worth,Cleveland,1568
Dallas-Fort Worth,College Station,1604
Dallas-Fort Worth,Colorado Springs,1081
Dallas-Fort Worth,Columbia,1625
Dallas-Fort Worth,Columbus,1511
Dallas-Fort Worth,Corpus Christi,1496
Dallas-Fort Worth,Dayton,933
Dallas-Fort Worth,Denver,6058
Dallas-Fort Worth,Des Moines,857
Dallas-Fort Worth,Detroit,2648
Dallas-Fort Worth,Durango,798
Dallas-Fort Worth,El Paso,1359
Dallas-Fort Worth,Evansville,360
Dallas-Fort Worth,Fargo,367
Dallas-Fort Worth,Fort Lauderdale,2696
Dallas-Fort Worth,Fort Myers,1166
Dallas-Fort Worth,Fort Smith,1298
Dallas-Fort Worth,Fort Wayne,649
Dallas-Fort Worth,Fresno,617
Dallas-Fort Worth,Garden City,662
Dallas-Fort Worth,Grand Island,634
Dallas-Fort Worth,Grand Junction,852
Dallas-Fort Worth,Grand Rapids,770
Dallas-Fort Worth,Greensboro,515
Dallas-Fort Worth,Greenville,484
Dallas-Fort Worth,Gulfport,933
Dallas-Fort Worth,Gunnison,129
Dallas-Fort Worth,Hayden,139
Dallas-Fort Worth,Honolulu,697
Dallas-Fort Worth,Houston,5577
Dallas-Fort Worth,Huntsville,280
Dallas-Fort Worth,Indianapolis,1594
Dallas-Fort Worth,Jacksn Hole,370
Dallas-Fort Worth,Jackson,2280
Dallas-Fort Worth,Jacksonville,1254
Dallas-Fort Worth,Joplin,666
Dallas-Fort Worth,Kahului,504
Dallas-Fort Worth,Kansas City,2560
Dallas-Fort Worth,Killeen,2625
Dallas-Fort Worth,Knoxville,1626
Dallas-Fort Worth,Lafayette,1616
Dallas-Fort Worth,Lake Charles,782
Dallas-Fort Worth,Laredo,1281
Dallas-Fort Worth,Las Vegas,4289
Dallas-Fort Worth,Lawton,1330
Dallas-Fort Worth,Lexington KY,776
Dallas-Fort Worth,Little Rock,1322
Dallas-Fort Worth,Longview,643
Dallas-Fort Worth,Los Angeles,6634
Dallas-Fort Worth,Louisville,298
Dallas-Fort Worth,Lubbock,718
Dallas-Fort Worth,MONTGOMERY,969
Dallas-Fort Worth,Madison,939
Dallas-Fort Worth,Manhattan,985
Dallas-Fort Worth,Mcallen,1450
Dallas-Fort Worth,Memphis,864
Dallas-Fort Worth,Meridian,573
Dallas-Fort Worth,Miami,3672
Dallas-Fort Worth,Midland,1168
Dallas-Fort Worth,Milwaukee,1011
Dallas-Fort Worth,Minneapolis,2574
Dallas-Fort Worth,Mobile,964
Dallas-Fort Worth,Moline,940
Dallas-Fort Worth,Monroe,958
Dallas-Fort Worth,Montrose CO,95
Dallas-Fort Worth,Myrtle Beach,63
Dallas-Fort Worth,Nashville,2751
Dallas-Fort Worth,New Orleans,2633
Dallas-Fort Worth,New York,5079
Dallas-Fort Worth,Newark,2501
Dallas-Fort Worth,Norfolk,631
Dallas-Fort Worth,Oakland,335
Dallas-Fort Worth,Oklahoma City,2710
Dallas-Fort Worth,Omaha,1362
Dallas-Fort Worth,Ontario,1441
Dallas-Fort Worth,Orlando,3826
Dallas-Fort Worth,Palm Springs,723
Dallas-Fort Worth,Pensacola,1155
Dallas-Fort Worth,Peoria,929
Dallas-Fort Worth,Philadelphia,3625
Dallas-Fort Worth,Phoenix,4144
Dallas-Fort Worth,Pittsburgh,1421
Dallas-Fort Worth,Portland,1832
Dallas-Fort Worth,Raleigh-durham,1611
Dallas-Fort Worth,Rapid City,522
Dallas-Fort Worth,Reno,747
Dallas-Fort Worth,Richmond,806
Dallas-Fort Worth,Roswell,973
Dallas-Fort Worth,Sacramento,1326
Dallas-Fort Worth,Salt Lake City,2982
Dallas-Fort Worth,San Angelo,1628
Dallas-Fort Worth,San Antonio,4714
Dallas-Fort Worth,San Diego,3297
Dallas-Fort Worth,San Francisco,4555
Dallas-Fort Worth,San Jose,1512
Dallas-Fort Worth,San Juan,587
Dallas-Fort Worth,Santa Ana,2877
Dallas-Fort Worth,Santa Fe,973
Dallas-Fort Worth,Savannah,727
Dallas-Fort Worth,Seattle,3547
Dallas-Fort Worth,Shreveport,2280
Dallas-Fort Worth,Sioux Falls,356
Dallas-Fort Worth,Springfield,2811
Dallas-Fort Worth,St. Louis,2538
Dallas-Fort Worth,Tallahassee,661
Dallas-Fort Worth,Tampa,2500
Dallas-Fort Worth,Texarkana,976
Dallas-Fort Worth,Tucson,2198
Dallas-Fort Worth,Tulsa,2627
Dallas-Fort Worth,Tyler,1611
Dallas-Fort Worth,Vail,434
Dallas-Fort Worth,Valparaiso,1760
Dallas-Fort Worth,Waco,1611
Dallas-Fort Worth,Washington,4480
Dallas-Fort Worth,West Palm Beach,848
Dallas-Fort Worth,Wichita,805
Dallas-Fort Worth,Wichita Falls,1233
Dallas-Fort Worth,Windsor Locks,640
Dayton,Atlanta,1304
Dayton,Baltimore,695
Dayton,Chicago,2693
Dayton,Dallas-Fort Worth,933
Dayton,Denver,435
Dayton,Detroit,382
Dayton,Minneapolis,603
Dayton,New York,403
Dayton,Newark,761
Dayton,Orlando,348
Dayton,Tampa,117
Dayton,Washington,2
Daytona Beach,Atlanta,1489
Daytona Beach,Charlotte,5
Deadhorse,Anchorage,189
Deadhorse,Barrow,666
Denver,Akron,273
Denver,Albany,9
Denver,Albuquerque,1660
Denver,Amarillo,563
Denver,Anchorage,418
Denver,Aspen,1089
Denver,Atlanta,5082
Denver,Austin,2947
Denver,Bakersfield,608
Denver,Baltimore,1899
Denver,Bentonville,366
Denver,Billings,1106
Denver,Birmingham,330
Denver,Bismarck,1285
Denver,Bloomington,3
Denver,Boise,1947
Denver,Boston,2407
Denver,Bozeman,867
Denver,Burbank,1255
Denver,Casper,954
Denver,Cedar Rapids,672
Denver,Charlotte,1902
Denver,Chicago,8282
Denver,Cincinnati,970
Denver,Cleveland,1369
Denver,Cody,315
Denver,Colorado Springs,2064
Denver,Columbus,696
Denver,Dallas,1480
Denver,Dallas-Fort Worth,6135
Denver,Dayton,488
Denver,Des Moines,973
Denver,Detroit,2682
Denver,Dickinson,340
Denver,Durango,571
Denver,El Paso,921
Denver,Eugene,630
Denver,Fargo,1226
Denver,Fort Lauderdale,1221
Denver,Fort Myers,386
Denver,Fresno,1005
Denver,Gillette,634
Denver,Grand Junction,454
Denver,Grand Rapids,695
Denver,Great Falls,774
Denver,Greensboro,133
Denver,Gunnison,277
Denver,Hailey,115
Denver,Harrisburg,2
Denver,Hayden,95
Denver,Hays,572
Denver,Helena,334
Denver,Honolulu,334
Denver,Houston,6610
Denver,Huntsville,145
Denver,Idaho Falls,905
Denver,Indianapolis,1892
Denver,Jacksn Hole,950
Denver,Jacksonville,339
Denver,Jamestown,526
Denver,Kahului,173
Denver,Kalispell,778
Denver,Kansas City,2101
Denver,Knoxville,285
Denver,Kona,86
Denver,Lafayette,181
Denver,Laramie,581
Denver,Las Vegas,6269
Denver,Lihue,41
Denver,Lincoln,762
Denver,Little Rock,625
Denver,Los Angeles,5688
Denver,Louisville,595
Denver,Lubbock,617
Denver,Madison,716
Denver,Mammoth Lakes,10
Denver,Medford,522
Denver,Memphis,700
Denver,Miami,1342
Denver,Midland,1087
Denver,Milwaukee,2037
Denver,Minneapolis,5504
Denver,Minot,1020
Denver,Missoula,567
Denver,Moline,189
Denver,Montrose CO,459
Denver,Nashville,2074
Denver,New Orleans,1552
Denver,New York,4115
Denver,Newark,2609
Denver,Newport News,3
Denver,North Bend,27
Denver,Oakland,1242
Denver,Oklahoma City,1804
Denver,Omaha,2041
Denver,Ontario,1160
Denver,Orlando,2901
Denver,Palm Springs,989
Denver,Pasco,702
Denver,Peoria,5
Denver,Philadelphia,2131
Denver,Phoenix,7211
Denver,Pittsburgh,1001
Denver,Portland,3436
Denver,Pueblo,264
Denver,Raleigh-durham,903
Denver,Rapid City,589
Denver,Redmond-Bend,480
Denver,Reno,1373
Denver,Rock Springs,632
Denver,Sacramento,2398
Denver,Saint George,586
Denver,Salt Lake City,5859
Denver,San Antonio,1727
Denver,San Diego,3916
Denver,San Francisco,5365
Denver,San Jose,2122
Denver,Santa Ana,3353
Denver,Santa Barbara,649
Denver,Santa Fe,299
Denver,Seattle,5139
Denver,Shreveport,318
Denver,Sioux Falls,1315
Denver,Spokane,1339
Denver,Springfield,610
Denver,St. Louis,1842
Denver,Tampa,1588
Denver,Tucson,1861
Denver,Tulsa,1494
Denver,Vail,6
Denver,Washington,4490
Denver,West Palm Beach,74
Denver,Wichita,840
Denver,Williston,1158
Denver,Windsor Locks,346
Des Moines,Atlanta,927
Des Moines,Chicago,3697
Des Moines,Dallas-Fort Worth,859
Des Moines,Denver,1158
Des Moines,Detroit,188
Des Moines,Houston,511
Des Moines,Las Vegas,334
Des Moines,Minneapolis,241
Des Moines,New York,1
Des Moines,Newark,191
Des Moines,Phoenix,203
Des Moines,Salt Lake City,75
Detroit,Akron,190
Detroit,Albany,497
Detroit,Allentown,705
Detroit,Alpena,573
Detroit,Appleton,489
Detroit,Atlanta,4857
Detroit,Atlantic City,147
Detroit,Austin,247
Detroit,Baltimore,2412
Detroit,Bangor,312
Detroit,Binghamton,264
Detroit,Birmingham,584
Detroit,Bloomington,136
Detroit,Boston,3424
Detroit,Buffalo,796
Detroit,Burlington,521
Detroit,Cedar Rapids,725
Detroit,Charleston,285
Detroit,Charlotte,3086
Detroit,Chattanooga,442
Detroit,Chicago,7072
Detroit,Cincinnati,392
Detroit,Cleveland,679
Detroit,Columbus,160
Detroit,Dallas,115
Detroit,Dallas-Fort Worth,2646
Detroit,Dayton,415
Detroit,Denver,2694
Detroit,Des Moines,221
Detroit,Elmira,1431
Detroit,Erie,108
Detroit,Escanaba,573
Detroit,Evansville,777
Detroit,Fort Lauderdale,2624
Detroit,Fort Myers,1613
Detroit,Fort Wayne,1001
Detroit,Grand Rapids,1342
Detroit,Green Bay,656
Detroit,Greensboro,409
Detroit,Greenville,223
Detroit,Gwinn,19
Detroit,Harrisburg,526
Detroit,Houston,2010
Detroit,Huntsville,93
Detroit,Indianapolis,805
Detroit,Ithaca,35
Detroit,Jacksonville,234
Detroit,Kalamazoo,381
Detroit,Kansas City,1420
Detroit,Knoxville,66
Detroit,Lansing,441
Detroit,Las Vegas,2933
Detroit,Lexington KY,501
Detroit,Little Rock,280
Detroit,Los Angeles,2003
Detroit,Louisville,77
Detroit,Madison,1422
Detroit,Manchester NH,376
Detroit,Memphis,444
Detroit,Miami,1198
Detroit,Milwaukee,1730
Detroit,Minneapolis,2645
Detroit,Moline,218
Detroit,Myrtle Beach,387
Detroit,Nashville,1994
Detroit,New Orleans,983
Detroit,New York,4733
Detroit,Newark,2175
Detroit,Newburgh,21
Detroit,Norfolk,535
Detroit,Oklahoma City,327
Detroit,Omaha,651
Detroit,Orlando,2635
Detroit,Pellston,752
Detroit,Peoria,371
Detroit,Philadelphia,1989
Detroit,Phoenix,2715
Detroit,Pittsburgh,625
Detroit,Portland,743
Detroit,Providence,799
Detroit,Raleigh-durham,933
Detroit,Richmond,877
Detroit,Rochester,312
Detroit,Saginaw,436
Detroit,Salt Lake City,1386
Detroit,San Antonio,457
Detroit,San Diego,707
Detroit,San Francisco,1309
Detroit,San Juan,25
Detroit,Sarasota,75
Detroit,Sault Ste Marie,613
Detroit,Savannah,159
Detroit,Scranton,471
Detroit,Seattle,1894
Detroit,South Bend,1303
Detroit,St. Louis,1338
Detroit,State College Pennsylvania,211
Detroit,Syracuse,257
Detroit,Tampa,2133
Detroit,Traverse City,757
Detroit,Trenton,218
Detroit,Tulsa,225
Detroit,Washington,2403
Detroit,West Palm Beach,363
Detroit,White Plains,146
Detroit,Windsor Locks,1357
Devils Lake,Denver,240
Devils Lake,Jamestown,285
Dickinson,Denver,341
Dickinson,Minneapolis,597
Dillingham,Anchorage,77
Dothan,Atlanta,1260
Dubuque IA,Chicago,928
Duluth,Chicago,1101
Duluth,Minneapolis,618
Durango,Dallas-Fort Worth,798
Durango,Denver,572
Durango,Phoenix,698
Eau Claire,Chicago,668
El Paso,Atlanta,699
El Paso,Austin,867
El Paso,Chicago,576
El Paso,Dallas,1274
El Paso,Dallas-Fort Worth,1359
El Paso,Denver,872
El Paso,Houston,2517
El Paso,Las Vegas,652
El Paso,Los Angeles,916
El Paso,Phoenix,1451
El Paso,San Antonio,789
Elko,Salt Lake City,531
Elmira,Atlanta,15
Elmira,Chicago,606
Elmira,Detroit,1430
Erie,Chicago,638
Erie,Detroit,108
Escanaba,Detroit,573
Eugene,Boise,1
Eugene,Denver,631
Eugene,Los Angeles,513
Eugene,Salt Lake City,624
Eugene,San Francisco,1863
Evansville,Atlanta,958
Evansville,Chicago,1737
Evansville,Dallas-Fort Worth,360
Evansville,Detroit,779
Fairbanks,Anchorage,668
Fairbanks,Chicago,75
Fairbanks,Minneapolis,124
Fairbanks,Seattle,1316
Fargo,Atlanta,39
Fargo,Chicago,2101
Fargo,Dallas-Fort Worth,366
Fargo,Denver,1226
Fargo,Jamestown,2
